2025-05-26 23:55:48,694 INFO    StreamThr :2484704 [internal.py:wandb_internal():86] W&B internal server running at pid: 2484704, started at: 2025-05-26 23:55:48.693627
2025-05-26 23:55:48,717 DEBUG   HandlerThread:2484704 [handler.py:handle_request():144] handle_request: status
2025-05-26 23:55:48,741 INFO    WriterThread:2484704 [datastore.py:open_for_write():85] open: /root/avatar_project/StyleFeatureEditor/wandb/run-20250526_235548-e7yu1ya8/run-e7yu1ya8.wandb
2025-05-26 23:55:48,745 DEBUG   SenderThread:2484704 [sender.py:send():375] send: header
2025-05-26 23:55:48,877 DEBUG   SenderThread:2484704 [sender.py:send():375] send: run
2025-05-26 23:55:48,902 INFO    SenderThread:2484704 [sender.py:_maybe_setup_resume():761] checking resume status for None/sfe/e7yu1ya8
2025-05-26 23:55:50,074 DEBUG   HandlerThread:2484704 [handler.py:handle_request():144] handle_request: check_version
2025-05-26 23:55:50,105 INFO    SenderThread:2484704 [dir_watcher.py:__init__():219] watching files in: /root/avatar_project/StyleFeatureEditor/wandb/run-20250526_235548-e7yu1ya8/files
2025-05-26 23:55:50,105 INFO    SenderThread:2484704 [sender.py:_start_run_threads():1124] run started: e7yu1ya8 with start time 1748274948.698073
2025-05-26 23:55:50,106 DEBUG   SenderThread:2484704 [sender.py:send_request():402] send_request: summary_record
2025-05-26 23:55:50,106 INFO    SenderThread:2484704 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2025-05-26 23:55:50,106 DEBUG   SenderThread:2484704 [sender.py:send_request():402] send_request: check_version
2025-05-26 23:55:50,938 DEBUG   HandlerThread:2484704 [handler.py:handle_request():144] handle_request: run_start
2025-05-26 23:55:50,982 DEBUG   HandlerThread:2484704 [system_info.py:__init__():31] System info init
2025-05-26 23:55:50,982 DEBUG   HandlerThread:2484704 [system_info.py:__init__():46] System info init done
2025-05-26 23:55:50,982 INFO    HandlerThread:2484704 [system_monitor.py:start():181] Starting system monitor
2025-05-26 23:55:50,985 INFO    SystemMonitor:2484704 [system_monitor.py:_start():145] Starting system asset monitoring threads
2025-05-26 23:55:50,986 INFO    HandlerThread:2484704 [system_monitor.py:probe():201] Collecting system info
2025-05-26 23:55:51,001 INFO    SystemMonitor:2484704 [interfaces.py:start():190] Started cpu monitoring
2025-05-26 23:55:51,009 INFO    SystemMonitor:2484704 [interfaces.py:start():190] Started disk monitoring
2025-05-26 23:55:51,019 INFO    SystemMonitor:2484704 [interfaces.py:start():190] Started gpu monitoring
2025-05-26 23:55:51,023 INFO    SystemMonitor:2484704 [interfaces.py:start():190] Started memory monitoring
2025-05-26 23:55:51,029 INFO    SystemMonitor:2484704 [interfaces.py:start():190] Started network monitoring
2025-05-26 23:55:51,108 INFO    Thread-12 :2484704 [dir_watcher.py:_on_file_created():278] file/dir created: /root/avatar_project/StyleFeatureEditor/wandb/run-20250526_235548-e7yu1ya8/files/wandb-summary.json
2025-05-26 23:55:51,189 DEBUG   HandlerThread:2484704 [system_info.py:probe():195] Probing system
2025-05-26 23:55:51,202 DEBUG   HandlerThread:2484704 [system_info.py:_probe_git():180] Probing git
2025-05-26 23:55:51,265 DEBUG   HandlerThread:2484704 [system_info.py:_probe_git():188] Probing git done
2025-05-26 23:55:51,265 DEBUG   HandlerThread:2484704 [system_info.py:probe():240] Probing system done
